id,basic_card_name_en,pt-BR
PAWN_PIC_CHESS_1,,
ROOK_PIC_CHESS_1,,
KNIGHT_PIC_CHESS_1,,
BISHOP_PIC_CHESS_1,,
QUEEN_PIC_CHESS_1,,
KING_PIC_CHESS_1,,
CHESSBOARD_PIC_CHESS_1,,
CHESS_CLOCK_PIC_CHESS_1,,
HOCKEY_PIC_SPORTS_2,,
SOCCER_PIC_SPORTS_2,,
BOXING_PIC_SPORTS_2,,
TENNIS_PIC_SPORTS_2,,
GOLF_PIC_SPORTS_2,,
RUGBY_PIC_SPORTS_2,,
CURLING_PIC_SPORTS_2,,
TABLE_TENNIS_PIC_SPORTS_2,,
TABLE_PIC_FURNITURE_3,,
SOFA_PIC_FURNITURE_3,,
CHAIR_PIC_FURNITURE_3,,
DESK_PIC_FURNITURE_3,,
BED_PIC_FURNITURE_3,,
WARDROBE_PIC_FURNITURE_3,,
BOOKSHELF_PIC_FURNITURE_3,,
DRESSERS_PIC_FURNITURE_3,,
ACE_OF_HEARTS_PIC_DECK_4,,
KING_HEARTS_PIC_DECK_4,,
QUEEN_HEARTS_PIC_DECK_4,,
JACK_HEARTS_PIC_DECK_4,,
10_HEARTS_PIC_DECK_4,,
9_HEARTS_PIC_DECK_4,,
8_HEARTS_PIC_DECK_4,,
7_HEARTS_PIC_DECK_4,,
ARIES_PIC_ZODIAC_5,,
TAURUS_PIC_ZODIAC_5,,
GEMINI_PIC_ZODIAC_5,,
CANCER_PIC_ZODIAC_5,,
LEO_PIC_ZODIAC_5,,
VIRGO_PIC_ZODIAC_5,,
LIBRA_PIC_ZODIAC_5,,
SAGITTARIUS_PIC_ZODIAC_5,,
PLIERS_PIC_TOOLBOX_6,,
WRENCH_PIC_TOOLBOX_6,,
DRILL_PIC_TOOLBOX_6,,
ADHESIVE_TAPE_PIC_TOOLBOX_6,,
SAW_PIC_TOOLBOX_6,,
CHISEL_PIC_TOOLBOX_6,,
CLAMP_PIC_TOOLBOX_6,,
HAMMER_PIC_TOOLBOX_6,,
GLOVES_PIC_GARMENTS_7,,
DRESS_PIC_GARMENTS_7,,
PANTS_PIC_GARMENTS_7,,
SHIRT_PIC_GARMENTS_7,,
PANTIES_PIC_GARMENTS_7,,
COAT_PIC_GARMENTS_7,,
JACKET_PIC_GARMENTS_7,,
SKIRT_PIC_GARMENTS_7,,
BROCCOLI_PIC_VEGGIE_8,,
CABBAGE_PIC_VEGGIE_8,,
POTATO_PIC_VEGGIE_8,,
CARROT_PIC_VEGGIE_8,,
BEETROOT_PIC_VEGGIE_8,,
CUCUMBER_PIC_VEGGIE_8,,
ONION_PIC_VEGGIE_8,,
EGGPLANT_PIC_VEGGIE_8,,
ORANGE_PIC_FRUITS_9,,
KIWI_PIC_FRUITS_9,,
BANANA_PIC_FRUITS_9,,
APPLE_PIC_FRUITS_9,,
POMEGRANATE_PIC_FRUITS_9,,
PEACH_PIC_FRUITS_9,,
PINEAPPLE_PIC_FRUITS_9,,
WATERMELON_PIC_FRUITS_9,,
CUSHION_PIC_CHAIR_10,,
THRONE_PIC_CHAIR_10,,
OTTOMAN_PIC_CHAIR_10,,
STOOL_PIC_CHAIR_10,,
ARMCHAIR_PIC_CHAIR_10,,
LOVESEAT_PIC_CHAIR_10,,
RECLINER_PIC_CHAIR_10,,
BEANBAG_PIC_CHAIR_10,,
KEPI_PIC_HATS_11,,
BERET_PIC_HATS_11,,
CAP_PIC_HATS_11,,
HAT_PIC_HATS_11,,
VISOR_PIC_HATS_11,,
TURBAN_PIC_HATS_11,,
SOMBRERO_PIC_HATS_11,,
PANAMA_HAT_PIC_HATS_11,,
ORGAN_PIC_PLAY_12,,
VIOLIN_PIC_PLAY_12,,
UKULELE_PIC_PLAY_12,,
DRUM_PIC_PLAY_12,,
PIANO_PIC_PLAY_12,,
FLUTE_PIC_PLAY_12,,
GUITAR_PIC_PLAY_12,,
CELLO_PIC_PLAY_12,,
BROOM_PIC_CLEANING_13,,
MOP_PIC_CLEANING_13,,
VACUUM_PIC_CLEANING_13,,
DUSTER_PIC_CLEANING_13,,
SPONGE_PIC_CLEANING_13,,
BUCKET_PIC_CLEANING_13,,
BIN_PIC_CLEANING_13,,
DUSTPAN_PIC_CLEANING_13,,
BOOTS_PIC_SHOES_14,,
HEELS_PIC_SHOES_14,,
FLATS_PIC_SHOES_14,,
OXFORDS_PIC_SHOES_14,,
WEDGES_PIC_SHOES_14,,
MONKS_PIC_SHOES_14,,
BROGUES_PIC_SHOES_14,,
DERBIES_PIC_SHOES_14,,
ITALY_PIC_MAP_15,,
INDIA_PIC_MAP_15,,
AUSTRALIA_PIC_MAP_15,,
FRANCE_PIC_MAP_15,,
USA_PIC_MAP_15,,
UK_PIC_MAP_15,,
SPAIN_PIC_MAP_15,,
JAPAN_PIC_MAP_15,,
DOVE_PIC_BIRD_16,,
EAGLE_PIC_BIRD_16,,
SWAN_PIC_BIRD_16,,
OWL_PIC_BIRD_16,,
HERON_PIC_BIRD_16,,
ROBIN_PIC_BIRD_16,,
FINCH_PIC_BIRD_16,,
VULTURE_PIC_BIRD_16,,
LOBSTER_PIC_SEAFOOD_17,,
OYSTER_PIC_SEAFOOD_17,,
MUSSEL_PIC_SEAFOOD_17,,
CRAB_PIC_SEAFOOD_17,,
SCALLOP_PIC_SEAFOOD_17,,
CONCH_PIC_SEAFOOD_17,,
SQUID_PIC_SEAFOOD_17,,
SHRIMP_PIC_SEAFOOD_17,,
TERRIER_PIC_DOGS_18,,
BEAGLE_PIC_DOGS_18,,
POODLE_PIC_DOGS_18,,
SPANIEL_PIC_DOGS_18,,
HUSKY_PIC_DOGS_18,,
COLLIE_PIC_DOGS_18,,
BULLDOG_PIC_DOGS_18,,
PUG_PIC_DOGS_18,,
PIZZA_PIC_EATS_19,,
TACO_PIC_EATS_19,,
FRIES_PIC_EATS_19,,
BURGER_PIC_EATS_19,,
KEBAB_PIC_EATS_19,,
SANDWICH_PIC_EATS_19,,
BURRITO_PIC_EATS_19,,
HOT_DOG_PIC_EATS_19,,
LIBRARY_PIC_BUILD_20,,
MUSEUM_PIC_BUILD_20,,
HOSPITAL_PIC_BUILD_20,,
SCHOOL_BUILDING_PIC_BUILD_20,,
HOTEL_PIC_BUILD_20,,
FACTORY_PIC_BUILD_20,,
STADIUM_PIC_BUILD_20,,
MALL_PIC_BUILD_20,,
TROLL_PIC_FOLKLORE_21,,
GOBLIN_PIC_FOLKLORE_21,,
OGRE_PIC_FOLKLORE_21,,
BANSHEE_PIC_FOLKLORE_21,,
UNICORN_PIC_FOLKLORE_21,,
FAIRY_PIC_FOLKLORE_21,,
GNOME_PIC_FOLKLORE_21,,
GENIE_PIC_FOLKLORE_21,,
APRICOT_PIC_DRUPES_22,,
PEACH_PIC_DRUPES_22,,
PLUM_PIC_DRUPES_22,,
CHERRY_PIC_DRUPES_22,,
MANGO_PIC_DRUPES_22,,
LOQUAT_PIC_DRUPES_22,,
OLIVE_PIC_DRUPES_22,,
LYCHEE_PIC_DRUPES_22,,
BLANKET_PIC_PICNIC_23,,
BASKET_PIC_PICNIC_23,,
SANDWICH_PIC_PICNIC_23,,
ANTS_PIC_PICNIC_23,,
JUICE_PIC_PICNIC_23,,
SUN_PIC_PICNIC_23,,
GRASS_PIC_PICNIC_23,,
CRACKERS_PIC_PICNIC_23,,
PROFITEROLE_PIC_PASTRY_24,,
PIE_PIC_PASTRY_24,,
CAKE_PIC_PASTRY_24,,
BRIOCHE_PIC_PASTRY_24,,
TART_PIC_PASTRY_24,,
SCONE_PIC_PASTRY_24,,
STRUDEL_PIC_PASTRY_24,,
BROWNIE_PIC_PASTRY_24,,
BUGLE_PIC_WIND_25,,
TUBA_PIC_WIND_25,,
FLUTE_PIC_WIND_25,,
SAX_PIC_WIND_25,,
HARMONICA_PIC_WIND_25,,
BAGPIPES_PIC_WIND_25,,
CLARINET_PIC_WIND_25,,
TRUMPET_PIC_WIND_25,,
BOOKSTORE_PIC_MALL_26,,
PHARMACY_PIC_MALL_26,,
SECURITY_PIC_MALL_26,,
JANITOR_PIC_MALL_26,,
CREDIT_CARD_PIC_MALL_26,,
CASH_PIC_MALL_26,,
PAPER_BAG_PIC_MALL_26,,
FITTING_ROOM_PIC_MALL_26,,
VIOLIN_PIC_STRINGS_27,,
GUITAR_PIC_STRINGS_27,,
CELLO_PIC_STRINGS_27,,
VIOLA_PIC_STRINGS_27,,
BANJO_PIC_STRINGS_27,,
HARP_PIC_STRINGS_27,,
UKULELE_PIC_STRINGS_27,,
MANDOLIN_PIC_STRINGS_27,,
NECKLACE_PIC_JEWELRY_28,,
EARRING_PIC_JEWELRY_28,,
DIAMOND_RING_PIC_JEWELRY_28,,
BRACELET_PIC_JEWELRY_28,,
ANKLET_PIC_JEWELRY_28,,
LOCKET_PIC_JEWELRY_28,,
DIADEM_PIC_JEWELRY_28,,
BROOCH_PIC_JEWELRY_28,,
DAISY_PIC_FLOWERS_29,,
LILY_PIC_FLOWERS_29,,
TULIP_PIC_FLOWERS_29,,
ROSE_PIC_FLOWERS_29,,
POPPY_PIC_FLOWERS_29,,
PEONY_PIC_FLOWERS_29,,
ASTER_PIC_FLOWERS_29,,
PANSY_PIC_FLOWERS_29,,
LIZARD_PIC_REPTILES_30,,
SNAKE_PIC_REPTILES_30,,
ALLIGATOR_PIC_REPTILES_30,,
GECKO_PIC_REPTILES_30,,
CHAMELEON_PIC_REPTILES_30,,
IGUANA_PIC_REPTILES_30,,
TURTLE_PIC_REPTILES_30,,
DINOSAUR_PIC_REPTILES_30,,
DIAMOND_PIC_GEMSTONE_31,,
RUBY_PIC_GEMSTONE_31,,
SAPPHIRE_PIC_GEMSTONE_31,,
EMERALD_PIC_GEMSTONE_31,,
CRYSTAL_PIC_GEMSTONE_31,,
GARNET_PIC_GEMSTONE_31,,
PERIDOT_PIC_GEMSTONE_31,,
OPAL_PIC_GEMSTONE_31,,
MOSQUITO_PIC_INSECTS_32,,
LADYBUG_PIC_INSECTS_32,,
MOTH_PIC_INSECTS_32,,
WASP_PIC_INSECTS_32,,
DRAGONFLY_PIC_INSECTS_32,,
ANT_PIC_INSECTS_32,,
CRICKET_PIC_INSECTS_32,,
MANTIS_PIC_INSECTS_32,,
BEAVER_PIC_RODENTS_33,,
MARMOT_PIC_RODENTS_33,,
NUTRIA_PIC_RODENTS_33,,
SQUIRREL_PIC_RODENTS_33,,
CAPYBARA_PIC_RODENTS_33,,
RAT_PIC_RODENTS_33,,
HAMSTER_PIC_RODENTS_33,,
GUINEA_PIG_PIC_RODENTS_33,,
COWBOY_HAT_PIC_WESTERN_34,,
COWBOY_BOOTS_PIC_WESTERN_34,,
LASSO_PIC_WESTERN_34,,
COWBOY_PIC_WESTERN_34,,
SHERIFF_PIC_WESTERN_34,,
BADGE_PIC_WESTERN_34,,
SALOON_PIC_WESTERN_34,,
CACTI_PIC_WESTERN_34,,
JOLLY_ROGER_PIC_PIRATE_35,,
PARROT_PIC_PIRATE_35,,
CUTLASS_PIC_PIRATE_35,,
CANNON_PIC_PIRATE_35,,
RUM_PIC_PIRATE_35,,
TREASURE_MAP_PIC_PIRATE_35,,
WOODEN_SHIP_S_WHEEL_PIC_PIRATE_35,,
TREASURE_CHEST_PIC_PIRATE_35,,
BUOY_PIC_BEACH_36,,
SEAGULL_PIC_BEACH_36,,
BAY_PIC_BEACH_36,,
SAND_PIC_BEACH_36,,
WAVES_PIC_BEACH_36,,
SHELLS_PIC_BEACH_36,,
BEACH_CHAIR_PIC_BEACH_36,,
BEACH_UMBRELLA_PIC_BEACH_36,,
PYRAMID_PIC_EGYPT_37,,
SPHINX_PIC_EGYPT_37,,
PHARAOH_S_MASK_PIC_EGYPT_37,,
MUMMY_PIC_EGYPT_37,,
SCARAB_PIC_EGYPT_37,,
NILE_RIVER_PIC_EGYPT_37,,
ANUBIS_PIC_EGYPT_37,,
HIEROGLYPHS_PIC_EGYPT_37,,
ASTRONAUT_PIC_SPACE_38,,
ROCKET_PIC_SPACE_38,,
UFO_PIC_SPACE_38,,
ALIEN_PIC_SPACE_38,,
SATURN_PIC_SPACE_38,,
SPACE_STATION_PIC_SPACE_38,,
GALAXY_PIC_SPACE_38,,
MARS_ROVER_PIC_SPACE_38,,
TUNA_PIC_SEA_FISH_39,,
MARLIN_PIC_SEA_FISH_39,,
COD_PIC_SEA_FISH_39,,
SARDINE_PIC_SEA_FISH_39,,
SHARK_PIC_SEA_FISH_39,,
SAWFISH_PIC_SEA_FISH_39,,
STINGRAY_PIC_SEA_FISH_39,,
CLOWNFISH_PIC_SEA_FISH_39,,
BALLOON_PIC_BIRTHDAY_40,,
CANDLE_PIC_BIRTHDAY_40,,
CAKE_PIC_BIRTHDAY_40,,
BOX_PIC_BIRTHDAY_40,,
CONFETTI_PIC_BIRTHDAY_40,,
BIRTHDAY_HAT_PIC_BIRTHDAY_40,,
PARTY_HORN_PIC_BIRTHDAY_40,,
BIRTHDAY_BANNER_PIC_BIRTHDAY_40,,
ELECTRIC_CAR_PIC_CHARGER_41,,
SMARTWATCH_PIC_CHARGER_41,,
LAPTOP_PIC_CHARGER_41,,
DIGITAL_CAMERA_PIC_CHARGER_41,,
POWER_BANK_PIC_CHARGER_41,,
ELECTRIC_TOOTHBRUSH_PIC_CHARGER_41,,
BLUETOOTH_HEADPHONES_PIC_CHARGER_41,,
DRONE_PIC_CHARGER_41,,
HELICOPTER_PIC_TRANSPORT_42,,
TRAIN_PIC_TRANSPORT_42,,
PLANE_PIC_TRANSPORT_42,,
TAXI_PIC_TRANSPORT_42,,
SCOOTER_PIC_TRANSPORT_42,,
DOUBLE_DECKER_BUS_PIC_TRANSPORT_42,,
MOTORBOAT_PIC_TRANSPORT_42,,
HOT_AIR_BALLOON_PIC_TRANSPORT_42,,
CAT_PIC_WHISKERS_43,,
DOG_PIC_WHISKERS_43,,
SEAL_PIC_WHISKERS_43,,
WALRUS_PIC_WHISKERS_43,,
OTTER_PIC_WHISKERS_43,,
SQUIRREL_PIC_WHISKERS_43,,
CATFISH_PIC_WHISKERS_43,,
LION_PIC_WHISKERS_43,,
BEEF_PIC_BURGER_44,,
BUN_PIC_BURGER_44,,
SAUCE_PIC_BURGER_44,,
CHEESE_PIC_BURGER_44,,
LETTUCE_PIC_BURGER_44,,
TOMATO_PIC_BURGER_44,,
PICKLE_PIC_BURGER_44,,
ONION_PIC_BURGER_44,,
SODA_PIC_DRINKS_45,,
ESPRESSO_PIC_DRINKS_45,,
LEMONADE_PIC_DRINKS_45,,
JUICE_PIC_DRINKS_45,,
TEA_PIC_DRINKS_45,,
MILK_PIC_DRINKS_45,,
BUBBLE_TEA_PIC_DRINKS_45,,
SPORTS_DRINK_PIC_DRINKS_45,,
CIRCLE_PIC_SHAPES_46,,
SQUARE_PIC_SHAPES_46,,
OVAL_PIC_SHAPES_46,,
OCTAGON_PIC_SHAPES_46,,
TRIANGLE_PIC_SHAPES_46,,
STAR_PIC_SHAPES_46,,
HEART_PIC_SHAPES_46,,
RHOMBUS_PIC_SHAPES_46,,
JEWELRY_PIC_LUXURY_47,,
WATCH_PIC_LUXURY_47,,
CLASSIC_HANDBAG_PIC_LUXURY_47,,
YACHT_PIC_LUXURY_47,,
PRIVATE_JET_PIC_LUXURY_47,,
SUPERCAR_PIC_LUXURY_47,,
ART_PAINTING_PIC_LUXURY_47,,
AMERICAN_EXPRESS_CENTURION_CARD_PIC_LUXURY_47,,
FOOL_PIC_TAROT_48,,
MOON_PIC_TAROT_48,,
MAGICIAN_PIC_TAROT_48,,
EMPRESS_PIC_TAROT_48,,
DEATH_PIC_TAROT_48,,
SUN_PIC_TAROT_48,,
STAR_PIC_TAROT_48,,
HANGED_MAN_PIC_TAROT_48,,
PACIFIER_PIC_BABIES_49,,
DIAPER_PIC_BABIES_49,,
RATTLE_PIC_BABIES_49,,
STROLLER_PIC_BABIES_49,,
BOTTLE_PIC_BABIES_49,,
BABY_BOWL_AND_SOFT_TIP_SPOON_PIC_BABIES_49,,
CRIB_PIC_BABIES_49,,
CAR_SEAT_PIC_BABIES_49,,
ROPE_PIC_SAILOR_50,,
FLAG_PIC_SAILOR_50,,
STORM_PIC_SAILOR_50,,
KNOT_PIC_SAILOR_50,,
SAILOR_HAT_PIC_SAILOR_50,,
SPYGLASS_PIC_SAILOR_50,,
SEXTANT_PIC_SAILOR_50,,
HARBOR_LIGHTHOUSE_PIC_SAILOR_50,,
GUM_PIC_CANDY_51,,
CHOCO_PIC_CANDY_51,,
FUDGE_PIC_CANDY_51,,
LOLLIPOP_PIC_CANDY_51,,
HARD_CANDY_PIC_CANDY_51,,
MARSHMALLOW_PIC_CANDY_51,,
TURKISH_DELIGHT_PIC_CANDY_51,,
COTTON_CANDY_PIC_CANDY_51,,
DOOR_PIC_KEYS_52,,
PADLOCK_PIC_KEYS_52,,
CAR_PIC_KEYS_52,,
SAFE_PIC_KEYS_52,,
SUITCASE_PIC_KEYS_52,,
STORAGE_LOCKER_PIC_KEYS_52,,
TREASURE_CHEST_PIC_KEYS_52,,
LOCKABLE_NOTEBOOK_PIC_KEYS_52,,
GRASS_PIC_LAWN_53,,
MOWER_PIC_LAWN_53,,
FOUR_LEAF_CLOVER_PIC_LAWN_53,,
SPRINKLER_PIC_LAWN_53,,
GARDENING_GLOVES_PIC_LAWN_53,,
LEAF_RAKE_PIC_LAWN_53,,
PICNIC_BLANKET_PIC_LAWN_53,,
FRISBEE_PIC_LAWN_53,,
CUBE_PIC_3D_54,,
SPHERE_PIC_3D_54,,
CONE_PIC_3D_54,,
TORUS_PIC_3D_54,,
SQUARE_PYRAMID_PIC_3D_54,,
CYLINDER_PIC_3D_54,,
OCTAHEDRON_PIC_3D_54,,
MOBIUS_STRIP_PIC_3D_54,,
BATS_PIC_VAMPIRE_55,,
FANGS_PIC_VAMPIRE_55,,
COFFIN_PIC_VAMPIRE_55,,
GARLIC_PIC_VAMPIRE_55,,
CAPE_PIC_VAMPIRE_55,,
CANDLE_AND_CANDLESTICK_PIC_VAMPIRE_55,,
GOTHIC_CASTLE_PIC_VAMPIRE_55,,
RED_ROSE_PIC_VAMPIRE_55,,
BIG_BEN_PIC_LANDMARK_56,,
STATUE_OF_LIBERTY_PIC_LANDMARK_56,,
COLOSSEUM_PIC_LANDMARK_56,,
PYRAMIDS_PIC_LANDMARK_56,,
GREAT_WALL_PIC_LANDMARK_56,,
EIFFEL_TOWER_PIC_LANDMARK_56,,
PARTHENON_PIC_LANDMARK_56,,
LEANING_TOWER_OF_PISA_PIC_LANDMARK_56,,
DUNES_PIC_DESERT_57,,
CACTI_PIC_DESERT_57,,
OASIS_PIC_DESERT_57,,
CAMEL_PIC_DESERT_57,,
LEATHER_WATER_CANTEEN_PIC_DESERT_57,,
GOGGLES_PIC_DESERT_57,,
FENNEC_FOX_PIC_DESERT_57,,
DESERT_TENT_PIC_DESERT_57,,
TEDDY_BEAR_PIC_TOYS_58,,
KITE_PIC_TOYS_58,,
LEGO_PIC_TOYS_58,,
GAMEPAD_PIC_TOYS_58,,
SPINNING_TOP_PIC_TOYS_58,,
JUMP_ROPE_PIC_TOYS_58,,
JIGSAW_PUZZLE_PIC_TOYS_58,,
BUILDING_BLOCKS_PIC_TOYS_58,,
EGGPLANT_PIC_PURPLE_59,,
VIOLET_PIC_PURPLE_59,,
PLUM_PIC_PURPLE_59,,
LAVENDER_PIC_PURPLE_59,,
PURPLE_GRAPES_PIC_PURPLE_59,,
PURPLE_MUG_PIC_PURPLE_59,,
AMETHYST_PIC_PURPLE_59,,
WISTERIA_PIC_PURPLE_59,,
BANANA_PIC_YELLOW_60,,
CORN_PIC_YELLOW_60,,
GOLD_PIC_YELLOW_60,,
CHEESE_PIC_YELLOW_60,,
RUBBER_DUCK_PIC_YELLOW_60,,
LEMON_PIC_YELLOW_60,,
YELLOW_GEMSTONE_PIC_YELLOW_60,,
YELLOW_ROSE_PIC_YELLOW_60,,
UMBRELLA_PIC_RAIN_61,,
RAINCOAT_PIC_RAIN_61,,
CLOUD_PIC_RAIN_61,,
PUDDLE_PIC_RAIN_61,,
RAIN_BOOTS_PIC_RAIN_61,,
LIGHTNING_PIC_RAIN_61,,
RAINBOW_PIC_RAIN_61,,
RAINY_WEATHER_ICON_PIC_RAIN_61,,
DUMBBELL_PIC_GYM_62,,
BARBELL_PIC_GYM_62,,
AIR_BIKE_PIC_GYM_62,,
KETTLEBELL_PIC_GYM_62,,
TREADMILL_PIC_GYM_62,,
EXERCISE_BALL_PIC_GYM_62,,
ELLIPTICAL_MACHINE_PIC_GYM_62,,
AB_ROLLER_PIC_GYM_62,,
SOCKS_PIC_PAIRS_63,,
TWINS_PIC_PAIRS_63,,
SKIS_PIC_PAIRS_63,,
GLOVES_PIC_PAIRS_63,,
SHOES_PIC_PAIRS_63,,
WINGS_PIC_PAIRS_63,,
EARBUDS_PIC_PAIRS_63,,
CHOPSTICKS_PIC_PAIRS_63,,
TENT_PIC_CAMPING_64,,
CAMPFIRE_PIC_CAMPING_64,,
HAMMOCK_PIC_CAMPING_64,,
SLEEPING_BAG_PIC_CAMPING_64,,
CAMP_CHAIR_PIC_CAMPING_64,,
CAMPING_LANTERN_PIC_CAMPING_64,,
MULTI_TOOL_PIC_CAMPING_64,,
INSECT_REPELLENT_PIC_CAMPING_64,,
CANDY_CANE_PIC_XMAS_65,,
CHRISTMAS_STOCKING_PIC_XMAS_65,,
SANTA_PIC_XMAS_65,,
CHRISTMAS_TREE_PIC_XMAS_65,,
FAIRY_LIGHTS_PIC_XMAS_65,,
REINDEER_PIC_XMAS_65,,
GINGERBREAD_HOUSE_PIC_XMAS_65,,
CHRISTMAS_GIFT_PIC_XMAS_65,,
STAMP_PIC_MAIL_66,,
PARCEL_PIC_MAIL_66,,
LETTER_PIC_MAIL_66,,
MAILBOX_PIC_MAIL_66,,
POSTMARK_PIC_MAIL_66,,
EMAIL_PIC_MAIL_66,,
CARRIER_PIGEON_PIC_MAIL_66,,
POSTMAN_PIC_MAIL_66,,
CHEF_S_HAT_PIC_CHEF_67,,
RESTAURANT_PIC_CHEF_67,,
DISH_PIC_CHEF_67,,
CHEF_S_JACKET_PIC_CHEF_67,,
PROFESSIONAL_OVEN_PIC_CHEF_67,,
CHEF_S_KNIFE_PIC_CHEF_67,,
WOK_PIC_CHEF_67,,
SPICE_JAR_PIC_CHEF_67,,
TV_PIC_SCREEN_68,,
LAPTOP_PIC_SCREEN_68,,
E_READER_PIC_SCREEN_68,,
SMARTPHONE_PIC_SCREEN_68,,
SMARTWATCH_PIC_SCREEN_68,,
HANDHELD_GAME_CONSOLE_PIC_SCREEN_68,,
MOVIE_SCREEN_PIC_SCREEN_68,,
CALCULATOR_PIC_SCREEN_68,,
STETHOSCOPE_PIC_TOOLS_69,,
WRENCH_PIC_TOOLS_69,,
PAINTBRUSH_PIC_TOOLS_69,,
GAVEL_PIC_TOOLS_69,,
MICROPHONE_PIC_TOOLS_69,,
HARD_HAT_PIC_TOOLS_69,,
TEACHING_POINTER_PIC_TOOLS_69,,
SCAPEL_PIC_TOOLS_69,,
STAPLER_PIC_SUPPLIES_70,,
TAPE_DISPENSER_PIC_SUPPLIES_70,,
PAPERCLIP_PIC_SUPPLIES_70,,
NOTEBOOK_PIC_SUPPLIES_70,,
RUBBER_STAMP_PIC_SUPPLIES_70,,
FILE_FOLDER_PIC_SUPPLIES_70,,
PENCIL_PIC_SUPPLIES_70,,
CALCULATOR_PIC_SUPPLIES_70,,
BOWL_PIC_UTENSILS_71,,
PLATE_PIC_UTENSILS_71,,
CHOPSTICKS_PIC_UTENSILS_71,,
SPOON_PIC_UTENSILS_71,,
FORK_PIC_UTENSILS_71,,
CUP_PIC_UTENSILS_71,,
DINNER_KNIFE_PIC_UTENSILS_71,,
PLACEMAT_PIC_UTENSILS_71,,
CANVAS_PIC_ARTS_72,,
PALETTE_PIC_ARTS_72,,
SCULPTURE_PIC_ARTS_72,,
CAMERA_PIC_ARTS_72,,
FILM_PIC_ARTS_72,,
SHEET_MUSIC_PIC_ARTS_72,,
STAGE_CURTAIN_PIC_ARTS_72,,
MASK_PIC_ARTS_72,,
COMPASS_PIC_SURVIVAL_73,,
FLASHLIGHT_PIC_SURVIVAL_73,,
TENT_PIC_SURVIVAL_73,,
MATCHES_PIC_SURVIVAL_73,,
MULTI_TOOL_PIC_SURVIVAL_73,,
WATER_BOTTLE_PIC_SURVIVAL_73,,
ROPE_PIC_SURVIVAL_73,,
FIRST_AID_KIT_PIC_SURVIVAL_73,,
FLOUR_PIC_BAKING_74,,
EGGS_PIC_BAKING_74,,
SUGAR_PIC_BAKING_74,,
BUTTER_PIC_BAKING_74,,
YEAST_PIC_BAKING_74,,
CHOCOLATE_CHIPS_PIC_BAKING_74,,
VANILLA_EXTRACT_PIC_BAKING_74,,
CREAM_PIC_BAKING_74,,
THERMOMETER_PIC_MEDICAL_75,,
MASK_PIC_MEDICAL_75,,
SYRINGE_PIC_MEDICAL_75,,
PILLS_PIC_MEDICAL_75,,
BANDAGE_PIC_MEDICAL_75,,
WHEELCHAIR_PIC_MEDICAL_75,,
BLOOD_PRESSURE_MONITOR_PIC_MEDICAL_75,,
FIRST_AID_KIT_PIC_MEDICAL_75,,
REUSABLE_BAG_PIC_ECO_ITEMS_76,,
BIODEGRADABLE_UTENSILS_PIC_ECO_ITEMS_76,,
SOLAR_PANEL_PIC_ECO_ITEMS_76,,
WINDMILL_PIC_ECO_ITEMS_76,,
RECYCLING_BIN_PIC_ECO_ITEMS_76,,
BICYCLE_PIC_ECO_ITEMS_76,,
WATER_SAVING_FAUCET_PIC_ECO_ITEMS_76,,
LED_LIGHT_PIC_ECO_ITEMS_76,,
WALL_CLOCK_PIC_DECOR_77,,
PHOTO_FRAME_PIC_DECOR_77,,
RUG_PIC_DECOR_77,,
VASE_PIC_DECOR_77,,
WALL_ART_PIC_DECOR_77,,
CURTAINS_PIC_DECOR_77,,
THROW_PILLOW_PIC_DECOR_77,,
SCENTED_CANDLE_PIC_DECOR_77,,
SURFBOARD_PIC_AQUATICS_78,,
DIVING_MASK_PIC_AQUATICS_78,,
KAYAK_PIC_AQUATICS_78,,
LIFE_RING_PIC_AQUATICS_78,,
WETSUIT_PIC_AQUATICS_78,,
SAILBOAT_PIC_AQUATICS_78,,
PADDLEBOARD_PIC_AQUATICS_78,,
LIFE_JACKET_PIC_AQUATICS_78,,
CHECKMARK_PIC_ICONS_79,,
CROSS_PIC_ICONS_79,,
CIRCLE_PIC_ICONS_79,,
ARROW_PIC_ICONS_79,,
HEART_PIC_ICONS_79,,
STAR_PIC_ICONS_79,,
LOCK_ICON_PIC_ICONS_79,,
ENVELOPE_ICON_PIC_ICONS_79,,
JACK_O_LANTERN_PIC_HALLOWEEN_80,,
GHOST_PIC_HALLOWEEN_80,,
BAT_PIC_HALLOWEEN_80,,
BLACK_CAT_PIC_HALLOWEEN_80,,
WITCH_HAT_PIC_HALLOWEEN_80,,
SPIDER_WEB_PIC_HALLOWEEN_80,,
CANDY_BUCKET_PIC_HALLOWEEN_80,,
SKELETON_PIC_HALLOWEEN_80,,
